gene	Kinetic_class	hpi	Time	cell_line	group	seqnames	strand	norm_base	sample	read_count	mean	sd	varcoeff	libtype	sample_name	norm.method	cluster
CTO-L	unknown	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0.00691244239636581	0.00691244239636581			dcDNA	NRK_1h	viral_read.count	cluster_8
CTO-L	unknown	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0.00270635994599773	0.00270635994599773			dcDNA	PC_12_1h	viral_read.count	cluster_8
CTO-L	unknown	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_8
CTO-L	unknown	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0.0411051212940931	0.0411051212940931			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
CTO-L	unknown	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0.00242326332837632	0.00242326332837632			dcDNA	C6_2h	viral_read.count	cluster_8
CTO-L	unknown	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0.0106241699862362	0.0106241699862362			dcDNA	NRK_2h	viral_read.count	cluster_8
CTO-L	unknown	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0.00136674259604324	0.00136674259604324			dcDNA	PC_12_2h	viral_read.count	cluster_8
CTO-L	unknown	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	0.0116012709692146	0.0116012709692146			dcDNA	PK_15_2h	viral_read.count	cluster_8
CTO-L	unknown	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0.00658823529300221	0.00658823529300221			dcDNA	C6_4h	viral_read.count	cluster_8
CTO-L	unknown	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0.011529208843296	0.011529208843296			dcDNA	PC_12_4h	viral_read.count	cluster_8
CTO-L	unknown	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	0.00887281707635541	0.00887281707635541			dcDNA	PK_15_4h	viral_read.count	cluster_8
CTO-L	unknown	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0.0106280193232652	0.0106280193232652			dcDNA	C6_6h	viral_read.count	cluster_8
CTO-L	unknown	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0.0118987132373843	0.0118987132373843			dcDNA	PC_12_6h	viral_read.count	cluster_8
CTO-L	unknown	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0.0160178328354241	0.0160178328354241			dcDNA	PK_15_6h	viral_read.count	cluster_8
CTO-L	unknown	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0.0070748485717141	0.0070748485717141			dcDNA	C6_8h	viral_read.count	cluster_8
CTO-L	unknown	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0.00863872212165621	0.00863872212165621			dcDNA	PC_12_8h	viral_read.count	cluster_8
CTO-L	unknown	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0.00976885480829809	0.00976885480829809			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL21	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1133333.333342	PC_12_0.5h	0.0294117647062457	0.0294117647062457			dcDNA	PC_12_0.5h	viral_read.count	cluster_9
UL21	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1184852.374789	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	viral_read.count	cluster_9
UL21	L	12h	12	C6	C6_12h	LT934125.1	-	1284417.877033	C6_12h	0	0			dcDNA	C6_12h	viral_read.count	cluster_9
UL21	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1355773.731074	PC_12_12h	0	0			dcDNA	PC_12_12h	viral_read.count	cluster_9
UL21	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1346113.706473	PK_15_12h	0	0			dcDNA	PK_15_12h	viral_read.count	cluster_9
UL21	L	1h	1	C6	C6_1h	LT934125.1	-	1208088.714958	C6_1h	0.00269978401802503	0.00269978401802503			dcDNA	C6_1h	viral_read.count	cluster_9
UL21	L	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_9
UL21	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_9
UL21	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0.00195694716241382	0.00195694716241382			dcDNA	PK_15_1h	viral_read.count	cluster_9
UL21	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_9
UL21	L	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0	0			dcDNA	C6_2h	viral_read.count	cluster_9
UL21	L	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0	0			dcDNA	NRK_2h	viral_read.count	cluster_9
UL21	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0.0034168564909794	0.0034168564909794			dcDNA	PC_12_2h	viral_read.count	cluster_9
UL21	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	0	0			dcDNA	PK_15_2h	viral_read.count	cluster_9
UL21	L	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0	0			dcDNA	C6_4h	viral_read.count	cluster_9
UL21	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0	0			dcDNA	PC_12_4h	viral_read.count	cluster_9
UL21	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	0	0			dcDNA	PK_15_4h	viral_read.count	cluster_9
UL21	L	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0	0			dcDNA	C6_6h	viral_read.count	cluster_9
UL21	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0	0			dcDNA	PC_12_6h	viral_read.count	cluster_9
UL21	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0	0			dcDNA	PK_15_6h	viral_read.count	cluster_9
UL21	L	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0	0			dcDNA	C6_8h	viral_read.count	cluster_9
UL21	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0	0			dcDNA	PC_12_8h	viral_read.count	cluster_9
UL21	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0	0			dcDNA	PK_15_8h	viral_read.count	cluster_9
UL20	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_10
UL20	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0	0			dcDNA	PC_12_1.5h	viral_read.count	cluster_10
UL20	L	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0	0			dcDNA	C6_12h	viral_read.count	cluster_10
UL20	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0	0			dcDNA	PC_12_12h	viral_read.count	cluster_10
UL20	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0	0			dcDNA	PK_15_12h	viral_read.count	cluster_10
UL20	L	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_10
UL20	L	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_10
UL20	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_10
UL20	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_10
UL20	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_10
UL20	L	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0	0			dcDNA	C6_2h	viral_read.count	cluster_10
UL20	L	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0	0			dcDNA	NRK_2h	viral_read.count	cluster_10
UL20	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0	0			dcDNA	PC_12_2h	viral_read.count	cluster_10
UL20	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	7.38934460655906e-05	7.38934460655906e-05			dcDNA	PK_15_2h	viral_read.count	cluster_10
UL20	L	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0	0			dcDNA	C6_4h	viral_read.count	cluster_10
UL20	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0	0			dcDNA	PC_12_4h	viral_read.count	cluster_10
UL20	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0	0			dcDNA	PK_15_4h	viral_read.count	cluster_10
UL20	L	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0	0			dcDNA	C6_6h	viral_read.count	cluster_10
UL20	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0	0			dcDNA	PC_12_6h	viral_read.count	cluster_10
UL20	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0	0			dcDNA	PK_15_6h	viral_read.count	cluster_10
UL20	L	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0	0			dcDNA	C6_8h	viral_read.count	cluster_10
UL20	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0	0			dcDNA	PC_12_8h	viral_read.count	cluster_10
UL20	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0	0			dcDNA	PK_15_8h	viral_read.count	cluster_10
UL19	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_5
UL19	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.00433369447389124	0.00433369447389124			dcDNA	PC_12_1.5h	viral_read.count	cluster_5
UL19	L	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.00892125936417934	0.00892125936417934			dcDNA	C6_12h	viral_read.count	cluster_5
UL19	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.01020880559401	0.01020880559401			dcDNA	PC_12_12h	viral_read.count	cluster_5
UL19	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.0196862359209114	0.0196862359209114			dcDNA	PK_15_12h	viral_read.count	cluster_5
UL19	L	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0.0053995680352223	0.0053995680352223			dcDNA	C6_1h	viral_read.count	cluster_5
UL19	L	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0.00460829493032683	0.00460829493032683			dcDNA	NRK_1h	viral_read.count	cluster_5
UL19	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0.00541271989199545	0.00541271989199545			dcDNA	PC_12_1h	viral_read.count	cluster_5
UL19	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0.000978473581206912	0.000978473581206912			dcDNA	PK_15_1h	viral_read.count	cluster_5
UL19	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.00370619946103901	0.00370619946103901			dcDNA	PC_12_2.5h	viral_read.count	cluster_5
UL19	L	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.00525040387748667	0.00525040387748667			dcDNA	C6_2h	viral_read.count	cluster_5
UL19	L	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.00531208499311812	0.00531208499311812			dcDNA	NRK_2h	viral_read.count	cluster_5
UL19	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.00751708428259431	0.00751708428259431			dcDNA	PC_12_2h	viral_read.count	cluster_5
UL19	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.0105667627278009	0.0105667627278009			dcDNA	PK_15_2h	viral_read.count	cluster_5
UL19	L	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.00447058823504093	0.00447058823504093			dcDNA	C6_4h	viral_read.count	cluster_5
UL19	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0076256184468192	0.0076256184468192			dcDNA	PC_12_4h	viral_read.count	cluster_5
UL19	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0105133180468719	0.0105133180468719			dcDNA	PK_15_4h	viral_read.count	cluster_5
UL19	L	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.00539028731183641	0.00539028731183641			dcDNA	C6_6h	viral_read.count	cluster_5
UL19	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.00966548900451519	0.00966548900451519			dcDNA	PC_12_6h	viral_read.count	cluster_5
UL19	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.0127050137234265	0.0127050137234265			dcDNA	PK_15_6h	viral_read.count	cluster_5
UL19	L	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.00542111494950737	0.00542111494950737			dcDNA	C6_8h	viral_read.count	cluster_5
UL19	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.0104859960327889	0.0104859960327889			dcDNA	PC_12_8h	viral_read.count	cluster_5
UL19	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.0166427804380765	0.0166427804380765			dcDNA	PK_15_8h	viral_read.count	cluster_5
UL18	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_5
UL18	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.00866738894862647	0.00866738894862647			dcDNA	PC_12_1.5h	viral_read.count	cluster_5
UL18	L	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.0211296975955301	0.0211296975955301			dcDNA	C6_12h	viral_read.count	cluster_5
UL18	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.0168197854467468	0.0168197854467468			dcDNA	PC_12_12h	viral_read.count	cluster_5
UL18	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.015979512094383	0.015979512094383			dcDNA	PK_15_12h	viral_read.count	cluster_5
UL18	L	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0.0107991360696168	0.0107991360696168			dcDNA	C6_1h	viral_read.count	cluster_5
UL18	L	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0.00921658986152923	0.00921658986152923			dcDNA	NRK_1h	viral_read.count	cluster_5
UL18	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0.00811907983799318	0.00811907983799318			dcDNA	PC_12_1h	viral_read.count	cluster_5
UL18	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0.000978473581206912	0.000978473581206912			dcDNA	PK_15_1h	viral_read.count	cluster_5
UL18	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0.0141509433956987	0.0141509433956987			dcDNA	PC_12_2.5h	viral_read.count	cluster_5
UL18	L	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0.0205977382876238	0.0205977382876238			dcDNA	C6_2h	viral_read.count	cluster_5
UL18	L	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.00531208499311812	0.00531208499311812			dcDNA	NRK_2h	viral_read.count	cluster_5
UL18	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0.00888382687863754	0.00888382687863754			dcDNA	PC_12_2h	viral_read.count	cluster_5
UL18	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	0.00650262321960194	0.00650262321960194			dcDNA	PK_15_2h	viral_read.count	cluster_5
UL18	L	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.0167058823528684	0.0167058823528684			dcDNA	C6_4h	viral_read.count	cluster_5
UL18	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.0177023285377942	0.0177023285377942			dcDNA	PC_12_4h	viral_read.count	cluster_5
UL18	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.0100546833667783	0.0100546833667783			dcDNA	PK_15_4h	viral_read.count	cluster_5
UL18	L	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.0199847444699406	0.0199847444699406			dcDNA	C6_6h	viral_read.count	cluster_5
UL18	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.0195672980343167	0.0195672980343167			dcDNA	PC_12_6h	viral_read.count	cluster_5
UL18	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.0130354145644164	0.0130354145644164			dcDNA	PK_15_6h	viral_read.count	cluster_5
UL18	L	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.0149814566554251	0.0149814566554251			dcDNA	C6_8h	viral_read.count	cluster_5
UL18	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.0128765858028868	0.0128765858028868			dcDNA	PC_12_8h	viral_read.count	cluster_5
UL18	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.0111591557748954	0.0111591557748954			dcDNA	PK_15_8h	viral_read.count	cluster_5
UL15	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	-	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL15	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	-	1184852.374789	PC_12_1.5h	0.00325027085562943	0.00325027085562943			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL15	L	12h	12	C6	C6_12h	LT934125.1	-	1284417.877033	C6_12h	0.00229761291069618	0.00229761291069618			dcDNA	C6_12h	viral_read.count	cluster_8
UL15	L	12h	12	PC_12	PC_12_12h	LT934125.1	-	1355773.731074	PC_12_12h	0.00221496759390752	0.00221496759390752			dcDNA	PC_12_12h	viral_read.count	cluster_8
UL15	L	12h	12	PK_15	PK_15_12h	LT934125.1	-	1346113.706473	PK_15_12h	0.00111018213603635	0.00111018213603635			dcDNA	PK_15_12h	viral_read.count	cluster_8
UL15	L	1h	1	C6	C6_1h	LT934125.1	-	1208088.714958	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_8
UL15	L	1h	1	NRK	NRK_1h	LT934125.1	-	1142105.263134	NRK_1h	0.00230414746516341	0.00230414746516341			dcDNA	NRK_1h	viral_read.count	cluster_8
UL15	L	1h	1	PC_12	PC_12_1h	LT934125.1	-	1126524.390264	PC_12_1h	0.000676589986499431	0.000676589986499431			dcDNA	PC_12_1h	viral_read.count	cluster_8
UL15	L	1h	1	PK_15	PK_15_1h	LT934125.1	-	764970.059873	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_8
UL15	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	-	1278208.440965	PC_12_2.5h	0.00202156334224267	0.00202156334224267			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
UL15	L	2h	2	C6	C6_2h	LT934125.1	-	1258769.700049	C6_2h	0.00201938610605343	0.00201938610605343			dcDNA	C6_2h	viral_read.count	cluster_8
UL15	L	2h	2	NRK	NRK_2h	LT934125.1	-	1230392.15684	NRK_2h	0.000664010624139765	0.000664010624139765			dcDNA	NRK_2h	viral_read.count	cluster_8
UL15	L	2h	2	PC_12	PC_12_2h	LT934125.1	-	1147712.418228	PC_12_2h	0.00136674259691454	0.00136674259691454			dcDNA	PC_12_2h	viral_read.count	cluster_8
UL15	L	2h	2	PK_15	PK_15_2h	LT934125.1	-	1141351.10068	PK_15_2h	0	0			dcDNA	PK_15_2h	viral_read.count	cluster_8
UL15	L	4h	4	C6	C6_4h	LT934125.1	-	1205331.820713	C6_4h	0.00282352941116814	0.00282352941116814			dcDNA	C6_4h	viral_read.count	cluster_8
UL15	L	4h	4	PC_12	PC_12_4h	LT934125.1	-	1134040.2533	PC_12_4h	0.0018610140256121	0.0018610140256121			dcDNA	PC_12_4h	viral_read.count	cluster_8
UL15	L	4h	4	PK_15	PK_15_4h	LT934125.1	-	1178684.298121	PK_15_4h	0.00183453872122255	0.00183453872122255			dcDNA	PK_15_4h	viral_read.count	cluster_8
UL15	L	6h	6	C6	C6_6h	LT934125.1	-	1072538.860091	C6_6h	0	0			dcDNA	C6_6h	viral_read.count	cluster_8
UL15	L	6h	6	PC_12	PC_12_6h	LT934125.1	-	1084276.068816	PC_12_6h	0.00317850433032553	0.00317850433032553			dcDNA	PC_12_6h	viral_read.count	cluster_8
UL15	L	6h	6	PK_15	PK_15_6h	LT934125.1	-	1142014.096785	PK_15_6h	0.00192954091915632	0.00192954091915632			dcDNA	PK_15_6h	viral_read.count	cluster_8
UL15	L	8h	8	C6	C6_8h	LT934125.1	-	1246909.965009	C6_8h	0.00264205963176838	0.00264205963176838			dcDNA	C6_8h	viral_read.count	cluster_8
UL15	L	8h	8	PC_12	PC_12_8h	LT934125.1	-	1262149.126856	PC_12_8h	0.00284335298392156	0.00284335298392156			dcDNA	PC_12_8h	viral_read.count	cluster_8
UL15	L	8h	8	PK_15	PK_15_8h	LT934125.1	-	1221833.366165	PK_15_8h	0.00205993197574874	0.00205993197574874			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL16	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0	0			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL16	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.00108342361826181	0.00108342361826181			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL16	L	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.000142179016864702	0.000142179016864702			dcDNA	C6_12h	viral_read.count	cluster_8
UL16	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.000199546629942215	0.000199546629942215			dcDNA	PC_12_12h	viral_read.count	cluster_8
UL16	L	12h	12	PK_15	PK_15_12h	LT934125.1	+	1346113.706473	PK_15_12h	0.000264929827461907	0.000264929827461907			dcDNA	PK_15_12h	viral_read.count	cluster_8
UL16	L	1h	1	C6	C6_1h	LT934125.1	+	1208088.714958	C6_1h	0	0			dcDNA	C6_1h	viral_read.count	cluster_8
UL16	L	1h	1	NRK	NRK_1h	LT934125.1	+	1142105.263134	NRK_1h	0	0			dcDNA	NRK_1h	viral_read.count	cluster_8
UL16	L	1h	1	PC_12	PC_12_1h	LT934125.1	+	1126524.390264	PC_12_1h	0	0			dcDNA	PC_12_1h	viral_read.count	cluster_8
UL16	L	1h	1	PK_15	PK_15_1h	LT934125.1	+	764970.059873	PK_15_1h	0	0			dcDNA	PK_15_1h	viral_read.count	cluster_8
UL16	L	2.5h	2.5	PC_12	PC_12_2.5h	LT934125.1	+	1278208.440965	PC_12_2.5h	0	0			dcDNA	PC_12_2.5h	viral_read.count	cluster_8
UL16	L	2h	2	C6	C6_2h	LT934125.1	+	1258769.700049	C6_2h	0	0			dcDNA	C6_2h	viral_read.count	cluster_8
UL16	L	2h	2	NRK	NRK_2h	LT934125.1	+	1230392.15684	NRK_2h	0.000664010624139765	0.000664010624139765			dcDNA	NRK_2h	viral_read.count	cluster_8
UL16	L	2h	2	PC_12	PC_12_2h	LT934125.1	+	1147712.418228	PC_12_2h	0	0			dcDNA	PC_12_2h	viral_read.count	cluster_8
UL16	L	2h	2	PK_15	PK_15_2h	LT934125.1	+	1141351.10068	PK_15_2h	7.38934460655906e-05	7.38934460655906e-05			dcDNA	PK_15_2h	viral_read.count	cluster_8
UL16	L	4h	4	C6	C6_4h	LT934125.1	+	1205331.820713	C6_4h	0.000235294117459071	0.000235294117459071			dcDNA	C6_4h	viral_read.count	cluster_8
UL16	L	4h	4	PC_12	PC_12_4h	LT934125.1	+	1134040.2533	PC_12_4h	0.00054468703311239	0.00054468703311239			dcDNA	PC_12_4h	viral_read.count	cluster_8
UL16	L	4h	4	PK_15	PK_15_4h	LT934125.1	+	1178684.298121	PK_15_4h	0.000246957134717101	0.000246957134717101			dcDNA	PK_15_4h	viral_read.count	cluster_8
UL16	L	6h	6	C6	C6_6h	LT934125.1	+	1072538.860091	C6_6h	0.00015255530133996	0.00015255530133996			dcDNA	C6_6h	viral_read.count	cluster_8
UL16	L	6h	6	PC_12	PC_12_6h	LT934125.1	+	1084276.068816	PC_12_6h	0.000200872020755593	0.000200872020755593			dcDNA	PC_12_6h	viral_read.count	cluster_8
UL16	L	6h	6	PK_15	PK_15_6h	LT934125.1	+	1142014.096785	PK_15_6h	0.000259915329272754	0.000259915329272754			dcDNA	PK_15_6h	viral_read.count	cluster_8
UL16	L	8h	8	C6	C6_8h	LT934125.1	+	1246909.965009	C6_8h	0.000205493526549971	0.000205493526549971			dcDNA	C6_8h	viral_read.count	cluster_8
UL16	L	8h	8	PC_12	PC_12_8h	LT934125.1	+	1262149.126856	PC_12_8h	0.000217326342952258	0.000217326342952258			dcDNA	PC_12_8h	viral_read.count	cluster_8
UL16	L	8h	8	PK_15	PK_15_8h	LT934125.1	+	1221833.366165	PK_15_8h	0.000193948005155393	0.000193948005155393			dcDNA	PK_15_8h	viral_read.count	cluster_8
UL12	L	0.5h	0.5	PC_12	PC_12_0.5h	LT934125.1	+	1133333.333342	PC_12_0.5h	0.058823529411609	0.058823529411609			dcDNA	PC_12_0.5h	viral_read.count	cluster_8
UL12	L	1.5h	1.5	PC_12	PC_12_1.5h	LT934125.1	+	1184852.374789	PC_12_1.5h	0.0357529794144557	0.0357529794144557			dcDNA	PC_12_1.5h	viral_read.count	cluster_8
UL12	L	12h	12	C6	C6_12h	LT934125.1	+	1284417.877033	C6_12h	0.0286405411118821	0.0286405411118821			dcDNA	C6_12h	viral_read.count	cluster_8
UL12	L	12h	12	PC_12	PC_12_12h	LT934125.1	+	1355773.731074	PC_12_12h	0.0253164809564573	0.0253164809564573			dcDNA	PC_12_12h	viral_read.count	cluster_8
